agenturid;agenturname;einrichtungsname;angebotsname;beschreibung;wertigkeit;plz;ort;kontaktierbar;avatar;anzahl_gesuche;anzahl_aktueller_vermittlungen;latitude;longitude;ortsteil;bearbeitet;erstellt;_angebotsId
455;Freiwilligenagentur Bergedorf;Der Begleiter e.V.;Freiwillige/r für Fahrdienst;"<p>Sie sind gerne mit dem Auto unterwegs und haben Spaß am Einkaufen? Dann ist die freiwillige Mitarbeit bei einem Fahrdienst vielleicht genau das Richtige. Es werden Fahrer/innen gesucht, die entweder mit einem PKW oder Kleinbus (beides wird vom Träger gestellt) kleine Einkaufsfahrten mit älteren Menschen übernehmen. Für Menschen, die in ihrer Mobiltät stark eingeschränkt sind, ist so eine Besorgungsfahrt eine echte Erleichterung im Alltag und ein Stück zusätzliche Lebensqualität. Ihre Einsatzzeiten können flexibel abgesprochen werden.</p>

<p> </p>";0;21031;;0;;0;0;53,5053;10,1981;Hamburg;1531382175;1531213320;141963
357;Freiwilligenagentur Nord;autonome Jugendwerkstatt Hamburg e.V.;Ehrenamtliche Ausbildungsunterstützung;"<p>Wir sind eine Kfz-Jugendwerkstatt in Lokstedt, die junge Menschen zwischen 16 und 24 Jahren außerbetrieblich zu Kfz-Mechatroniker/in ausbildet. Hierbei handelt es sich um junge Menschen, die in gewerblichen Betrieben keine Chance auf Einstellung haben und einer besonderen Förderung bedürfen.</p>

<p>Wir suchen Freiwillige, die Nachhilfeunterricht für Azubis im Kfz-Bereich für 1,5 - 3 Stunden in der Woche geben möchten. Der Unterricht soll Grundlagen der Elektronik und Mathematik beinhalten, sowie Wirtschaft, Gesellschaft und insbesondere Politik.</p>

<p>Interessierte Freiwillige sollten sich in den genannten Fächern gut auskennen und Erfahrungen darin haben, Jungerwachsene zu unterrichten.</p>

<p><strong>Zeitlicher Rahmen</strong>: nach Absprache (zZt dienstags), 1,5-3 Std/Woche.</p>";0;22529;;0;;0;0;53,605;9,96343;Hamburg;1531392969;1476783780;107019
357;Freiwilligenagentur Nord;alsterdorf assistenz west gGmbH;Schulkiosk sucht Unterstützer/innen!;"<p>Unsere Angebote richten sich vor allem an Menschen mit erworbener Hirnschädigung und psychischen Erkrankungen. In unserem Tagewerk in Alsterdorf übernehmen sie verschiedene Dienstleistungen: Wäsche waschen, Post verteilen, Geländepflege, Büroservice und noch vieles mehr! Außerdem betreiben wir im Oberstufenhaus einer Schule in Alsterdorf unseren Schulkiosk. Hier arbeiten drei Beschäftigte mit Assistenzbedarf und zwei hauptamtliche Mitarbeiterinnen. Unser Ziel ist es, einen normalen Arbeitsalltag für unsere Beschäftigten zu schaffen. Sie bereiten belegte Brötchen für die Kunden zu, verkaufen Kalt- und Warmgetränke, bedienen die Kasse, liefern Nachschub und räumen auf.</p>

<p>Zur Unterstützung suchen wir Freiwillige, die am gemeinsamen Betrieb des Schulkiosks interessiert sind. Sie sollten offen für den Umgang mit Menschen mit Behinderung sein sowie Freundlichkeit und Teamfähigkeit mitbringen.</p>

<p><strong>Zeitlicher Rahmen</strong>: ca. 6 Std., Mo-Fr in der Zeit von 9 - 15 Uhr möglich, auch stundenweise, an festen Tagen oder flexibel nach Absprache, nicht in den Schulferien.</p>";0;22297;;0;;0;0;53,6133;10,0233;Hamburg;1531408144;1479833100;107508
72;Freiwilligen Zentrum Hamburg;Hamburger Wanderverein e.V.;Wanderführer/in gesucht;"<p>Haben Sie 1x wöchentlich, 14-tägig, oder 1x monatlich Zeit, um eine Halbtages- oder Tageswanderung, Radwanderung, Stickwanderung in Hamburg und Umgebung durchzuführen? Auch eine Wanderreise in Deutschland oder im Ausland wäre möglich. Diese Aufgabe können Sie eigenständig planen, organisieren und durchführen. Es kann aber auch nur die Wanderung durchgeführt werden, die jemand anderes vorher bearbeitet hat.</p>

<p>Gerne würden wir auch Wanderungen/ Ausflüge für eine neue Zielgruppe ( z.B. Eltern- Kind/ Jugendliche ) in unser Programm aufnehmen und Ihre Kenntnissen und Fähigkeiten dafür annehmen.</p>

<p>Für dieses Aufgabengebiet möchten wir Ihnen ein Kurzseminar für neue Wanderführer anbieten und/ auch als Einstieg einen fachlichen Austausch mit unseren erfahrenen Wanderführern, sowie die Teilnahme an deren Wanderangeboten.</p>

<p> </p>

<p> </p>

<p> </p>

<p> </p>";0;22111;;0;;0;0;53,5458;10,0855;Hamburg;1531740585;1446467340;83328
72;Freiwilligen Zentrum Hamburg;HOSPIZ SINUS Othmaschen;Helfer/innen für unterschiedliche Aufgaben im HOSPIZ in Othmaschen.;"<p>Eine ehrenamtliche Mitarbeit im Hospiz kann sehr unterschiedlich sein: Besorgungen machen, in der Küche mithelfen, Essen anreichen, vorlesen, bei Ausflügen begleiten und Gespräche führen oder schweigend in der Nähe sein und bleiben...<br>
Je nach Aufgabenbereich werden Sie unterschiedlich professionell eingearbeitet und fachlich begleitet, bzw. mit Fortbildungsangeboten geschult.<br>
Einmal wöchentlich für eine Stunde freuen wir uns über Ihre Unterstützung. Mehr Zeitspende ist natürlich auch möglich, immer montags bis sonntags in der Zeit von 9 - 18 Uhr.<br>
Einmal monatlich treffen sich die Ehrenamtlichen je nach Aufgabe zum Austausch und werden dabei fachlich begleitet z.B. auch durch Supervision.</p>

<p>Weitere Auskunft erteil Ihnen Frau Fels unter der Telefonnummer 040 - 523877 - 0 oder per Mail:  <a href=""mailto:Kathrin.Fels@hospiz-sinus.de"">Kathrin.Fels@hospiz-sinus.de</a></p>";0;22763;;0;;0;0;53,5537;9,89966;Hamburg;1531740128;1529580120;141346
357;Freiwilligenagentur Nord;Aktion Buch e.V.;Verkauf von Secondhand-Büchern;"<p>Wir sammeln Buchspenden und leiten die brauchbaren Bücher an öffentliche oder gemeinnützige Einrichtungen weiter. Einen kleinen Teil der Bücher verkaufen wir in unseren Ladengeschäften und unterstützen aus den Erlösen ausschließlich gemeinnützige Einrichtungen in Norddeutschland. Das Sortieren der Bücher übernehmen Menschen, die körperlich oder geistig behindert sind. Die Abholung und Weiterleitung der Bücher sowie der Verkauf erfolgt ausschließlich durch ehrenamtliche Helfer/innen.</p>

<p>Für unser Ladengeschäft in Barmbek-Nord suchen wir Verkäuferinnen und Verkäufer, die im Geschäft die Buchspenden an unsere Kunden verkaufen. Die Kasse ist einfach zu erlernen. Sie sollten freundlich sein, mit Menschen gut umgehen können und Interesse an Büchern mitbringen!</p>

<p><strong>Zeitlicher Rahmen</strong>: mittwochs 9.30-14.30 Uhr.</p>";0;22305;;0;;0;2;53,5905;10,0454;Hamburg;1531381816;1459500420;110391
360;AKTIVOLI Wandsbek Freiwilligenzentrum;Hilda Heinemann Haus - BHH Sozialkontor;Unterstützung im Cafe Heinemann;<p>Das inklusiv geführte Cafe sucht Unterstützung für den Cafedienst und bei der Vor- und Durchführung von Veranstaltungen. Das Cafe ist an jedem letzten Sonntag im Monat von 14:30-16 Uhr geöffnet.</p>;0;22159;;0;;0;0;53,6377;10,1354;Hamburg;1531311677;1490102460;115875
455;Freiwilligenagentur Bergedorf;f&w fördern und wohnen AöR;Junge Männer zum Mitmachen gesucht;<p>In vielen Bergedorfer Wohnunterkünften leben Männer, die ohne ihre Familien nach Deutschland gekommen sind. Diese freuen sich sehr über neue Kontakte für gemeinsame Unternehmungen, offene Spieleabende, Begegnungscafés oder beispielsweise sportliche oder handwerkliche Angebote. Da es sich um eine gemeinsame Freizeitgestaltung auf Augenhöhe handelt, ist dieses freiwillige Engagement besonders für Berufstätige interessant. Wer nach der Arbeit sowieso noch joggen gehen will, hat vielleicht Lust, einen Neu-Bergedorfer mitzunehmen.</p>;0;20097;;0;;0;0;53,5433;10,0278;Hamburg;1531302089;1531230360;142015
314;ASB Zeitspender-Agentur Hamburg;Erlenbusch (Einrichtung für Menschen mit Behinderung der Martha-Stiftung);Verschiedene ehrenamtliche Mitarbeit (Gartenarbeit, Vorlesen u.a.);"<p>Ehrenamtliche Gartenarbeit,</p>

<p>Vorlesen für Kinder mit komplexen körperlichen und geistigen Behinderungen</p>

<p>(nähere Ausführungen folgen!)</p>";0;22359;;0;;0;0;53,6468;10,1519;Hamburg;1531296198;1497427380;120858
314;ASB Zeitspender-Agentur Hamburg;Welcome to Barmbek e.V.;Unterstützung für die Deutsch-Sprachkurse;"<p>Wir geben ehrenamtlich Deutschkurse für geflüchtete Menschen in Barmbek-Süd und benötigen dafür noch Helfer, die den Lernenden mit ihren Deutschkenntnissen zur Seite stehen und so die Kursleitung unterstützen. Es besteht auch die Möglichkeit, einen eigenen Deutschkurs zu leiten, falls du Lust dazu hast. Dann könnten wir individuell eine Kurszeit mit dir abstimmen.</p>

<p>Unsere bestehenden Kurse finden immer sonntags von 14-16 Uhr und von 16-18 Uhr statt.</p>";0;22303;;0;;0;0;53,5879;10,0359;Hamburg;1531220255;1524300540;138579
455;Freiwilligenagentur Bergedorf;f&w fördern und wohnen AöR;Spielplatzbegleitung und Basteltalente gesucht;<p>Für die Gestaltung von Freizeitangeboten für Kinder in den Wohnunterkünften Mendelstraße und Sandwisch werden freiwillige Helferinnen und Helfer gesucht. In der Wohnunterkunft Sandwisch leben insgesamt 100 geflüchtete und wohnungslose Menschen. Gerade die Kinder freuen sich hier über ein wenig Abwechslung in ihrem Alltag. Daher wünschen wir uns an diesem Standort ein kreatives Kinderangebot wie beispielsweise basteln, malen oder spielen. In der Wohnreinrichtung Mendelstraße mit 71 Mietwohnungen leben ebenfalls viele Familien mit Kindern, die sich Unterstützung bei ihrer Freizeitgestaltung wünschen. Schön wären Ausflüge oder Begleitungen zu den umliegenden Spielplätzen oder zu Angeboten im Stadtteil.</p>;0;20097;;0;;0;0;53,5433;10,0278;Hamburg;1531302101;1487168400;112975
455;Freiwilligenagentur Bergedorf;f&w fördern und wohnen AöR;Unterstützung für geflüchtete und wohnungslose Menschen;"<p>Freiwillige Unterstützung für geflüchtete und wohnungslose Menschen wird in verschiedenen Bereichen und an unterschiedlichen Standorten in Bergedorf gesucht. Die Möglichkeiten, sich zu engagieren sind vielfältig und der Träger ist offen für eigene Ideen und Wünsche. Für Kinder und Jugendliche werden vor allem Freiwillige gesucht, die Lust haben, kreative oder sportliche Angebote zu initiieren oder bei den Hausaufgaben zu helfen. Für die erwachsenen Bewohnerinnen und Bewohner wird Unterstützung in den folgenden Bereichen gesucht: Bewohnercafé / Kochangebote, Sport-Spiel- &amp;Kreativangebote, Handwerksangebote, Hilfe bei Behördenangelegenheiten, Unterstützung bei der Job- &amp; Wohnungssuche, Deutschkurse oder Prüfungsvorbereitung und Patenschaften. Es besteht die Möglichkeit, in verschiedene Angebote reinzuschnuppern.</p>

<p>Die Wohnunterkünfte befinden sich an den folgenden Standorten:</p>

<p>Am Gleisdreieck<br>
Auf dem Sülzbrack <br>
Binnenfeldredder <br>
Brookkehre <br>
Curslacker Neuer Deich <br>
Ladenbeker Furtweg<br>
Mendelstraße <br>
Rahel-Varnhagen-Weg<br>
Sandwisch <br>
Weidenbaumsweg </p>";0;20097;;0;;0;0;53,5433;10,0278;Hamburg;1531302118;1481204100;108508
314;ASB Zeitspender-Agentur Hamburg;Museumsdorf Volksdorf;Vielfältige Mitarbeit im Museumsdorf Volksdorf, z.B. bei Vorführungen;"<p>Das Museumsdorf Volksdorf freut sich über Unterstützung in folgenden Bereichen:</p>

<ul><li>Planung und Vorführungen von Tätigkeiten, wie sie in der Haus-und Landwirtschaft um 1900 in einem Bauernhof vorkamen:  z.B.Getreideverarbeitung, Zubereitung von einfachen Mahlzeiten am offenen Herdfeuer, Buttern, große Wäsche machen;</li>
	<li>Übernahme von Verwaltungsaufgaben (Terminkoordination der Besuchergruppen, Planung des Personaleinsatzes der freiwilligen Mitarbeiter, Telefondienst);</li>
	<li>Ausüben von handwerklichen Tätigkeiten im Metallbereich, Holzbereich sowie Gartenbereich und Restauration;</li>
	<li>Unterstützung der Mitarbeit im museumspädagogischen Bereich ( Vorkenntnisse nicht nötig, Anleitung wird ermöglicht)</li>
</ul><p><br><br><br><br><br>
 </p>";0;22359;;0;;0;2;53,6497;10,1677;Hamburg;1531307766;1246446960;37822
314;ASB Zeitspender-Agentur Hamburg;DRK Sozialstation Lohbrügge;Nachbarschaftshilfe Senioren Lohbrügge;"<p>Ehrenamtliche Besuchsdienste im DRK ""Service Wohnen"" und in eigener Häuslichkeit von Pflegekunden; Unterhaltung, Spaziergänge, Spiele, Kaffee trinken usw.</p>";0;21031;;0;;0;0;53,494;10,2063;Hamburg;1531303353;1268132520;37874
72;Freiwilligen Zentrum Hamburg;Bethanien-Höfe / Agaplesion;Angebote für ältere Menschen in den Bethanien-Höfen / Eppendorf;"Zurzeit suchen vier unsere Bewohner und Bewohnerinnen einen freundlichen Menschen, der mit ihnen spazierengeht, anregende Gespräche führt oder vorliest. Sie werden dabei vielfältigen Interessen und Wünschen begegnen. Alle Damen und Herren sitzen im Rollstuhl, zwei von ihnen sind an Demenz erkrankt. <br>
Wenn Sie sich vorstellen können, einzelne ältere Menschen einmal die Woche nachmittags zu besuchen, können Sie sich gerne bei Frau Strozynski melden, unter Telefonnummer 040 / 23 53 78-495 oder per Mail <a href=""mailto:jeannine.strozynski@bethanien-diakonie.de"">jeannine.strozynski@bethanien-diakonie.de</a>.";0;20251;;0;;0;0;53,591;9,98233;Hamburg;1531745246;1531745220;142141
357;Freiwilligenagentur Nord;Allgemeine Deutsche Schiffszimmerer-Genossenschaft eG;Spielen in der Kindergruppe;"<p>Unsere Genossenschaft in Ohlsdorf lebt von einer starken Gemeinschaft und jeder Einzelne lebt darin einfach besser! Vor allem in eng verbundenen Nachbarschaften wird dieser Mehrwert spürbar. Deshalb unterstützen wir das Engagement unserer Mitglieder und Vertreter mit Projekten und Veranstaltungen, die das Mit- und Füreinander in den Wohnanlagen und Quartieren fördern.</p>

<p>Für eine Gruppe von ca 5-10 Kindern im Alter von 5 bis 12 Jahren aus unserer Nachbarschaft suchen wir mehrere freundliche und geduldige Freiwillige, die es sich vorstellen können, mit den Kindern drinnen oder draußen zu spielen, zu basteln, zu lesen oder eine schöne gemeinsame Zeit mit anderen Aktivitäten zu verbringen. Dafür stehen natürlich Räume und Spielzeug zur Verfügung. Wir sind dabei, die Gruppe aufzubauen und suchen daher freiwilige Unterstützer/innen. Gemeinsam überlegen wir, was Sie anbieten möchten: Weihnachtsbasteln, Lesestunde, Fußballspielen?... Vieles ist möglich!</p>

<p><strong>Zeitlicher Rahmen</strong>: 3 Std/ Woche, donnerstags 16°° - 19°° Uhr.</p>";0;22337;;0;;0;0;53,6159;10,0354;Hamburg;1531818171;1423562520;68231
314;ASB Zeitspender-Agentur Hamburg;Bethanien- Höfe;Begleitung von Senioren in Eppendorfer Wohn- und Pflegeeinrichtung;"<p>Die Agaplesion Bethanien Höfe gGmbH ist ein gemeinnütziges Unternehmen in christlicher Trägerschaft. Sie betreibt in Hamburg Seniorenresidenzen für Betreutes Wohnen, Seniorentagesstätten, vollstationäre Pflegeeinrichtungen für Senioren sowie Pflegeeinrichtungen und Betreutes Einzelwohnen für Menschen mit chronisch, psychischen Erkrankungen.</p>

<p>Wir suchen in Hamburg zuverlässige, freundliche, aktive Ehrenamtliche, die Zeit und Lust haben, sich mit Herz -  z. B. bei uns in der Wohn-/Pflegeeinrichtung (spazieren gehen, zuhören, vorlesen usw.) - zu engagieren – je nach Ihrem Zeitbudget.</p>

<p>Das Grundstück grenzt unmittelbar an den Eppendorfer Park und war Teil des Bethanien Krankenhauses, das geschlossen wurde. Die Bethanien-Höfe Eppendorf befinden sich auf dem Areal zwischen der Fricke-, Martini- und Tarpenbekstraße.</p>

<p><strong>Speziell gesucht wird ein ehrenamtlicher Einsatz für eine Rollstuhlfahrerin, demenziell verändert und schwerhörig , für Gespräche, Vorlesen, Spaziergänge.</strong></p>";0;20251;;0;;0;0;53,5925;9,98733;Hamburg;1531908219;1531907220;142214
314;ASB Zeitspender-Agentur Hamburg;Bethanien- Höfe;Begleitung von Senioren in Eppendorfer Wohn- und Pflegeeinrichtung;"<p>Die Agaplesion Bethanien Höfe gGmbH ist ein gemeinnütziges Unternehmen in christlicher Trägerschaft. Sie betreibt in Hamburg Seniorenresidenzen für Betreutes Wohnen, Seniorentagesstätten, vollstationäre Pflegeeinrichtungen für Senioren sowie Pflegeeinrichtungen und Betreutes Einzelwohnen für Menschen mit chronisch, psychischen Erkrankungen.</p>

<p>Wir suchen in Hamburg zuverlässige, freundliche, aktive Ehrenamtliche, die Zeit und Lust haben, sich mit Herz -  z. B. bei uns in der Wohn-/Pflegeeinrichtung (spazieren gehen, zuhören, vorlesen usw.) - zu engagieren – je nach Ihrem Zeitbudget.</p>

<p>Das Grundstück grenzt unmittelbar an den Eppendorfer Park und war Teil des Bethanien Krankenhauses, das geschlossen wurde. Die Bethanien-Höfe Eppendorf befinden sich auf dem Areal zwischen der Fricke-, Martini- und Tarpenbekstraße.</p>

<p><strong>Speziell gesucht wird ein ehrenamtlicher Einsatz für einen Rollstuhlfahrer, für Gespräche, Vorlesen, Spaziergänge.</strong></p>";0;20251;;0;;0;1;53,5925;9,98733;Hamburg;1531907851;1531907820;142218
314;ASB Zeitspender-Agentur Hamburg;Bethanien- Höfe;Begleitung von Senioren in Eppendorfer Wohn- und Pflegeeinrichtung;"<p>Die Agaplesion Bethanien Höfe gGmbH ist ein gemeinnütziges Unternehmen in christlicher Trägerschaft. Sie betreibt in Hamburg Seniorenresidenzen für Betreutes Wohnen, Seniorentagesstätten, vollstationäre Pflegeeinrichtungen für Senioren sowie Pflegeeinrichtungen und Betreutes Einzelwohnen für Menschen mit chronisch, psychischen Erkrankungen.</p>

<p>Wir suchen in Hamburg zuverlässige, freundliche, aktive Ehrenamtliche, die Zeit und Lust haben, sich mit Herz -  z. B. bei uns in der Wohn-/Pflegeeinrichtung (spazieren gehen, zuhören, vorlesen usw.) - zu engagieren – je nach Ihrem Zeitbudget.</p>

<p>Das Grundstück grenzt unmittelbar an den Eppendorfer Park und war Teil des Bethanien Krankenhauses, das geschlossen wurde. Die Bethanien-Höfe Eppendorf befinden sich auf dem Areal zwischen der Fricke-, Martini- und Tarpenbekstraße.</p>

<p><strong>Speziell gesucht wird ein ehrenamtlicher Einsatz für eine Rollstuhlfahrerin, demenziell verändert, für Gespräche, Vorlesen, Spaziergänge.</strong></p>";0;20251;;0;;0;1;53,5925;9,98733;Hamburg;1531907236;1531906920;142211
314;ASB Zeitspender-Agentur Hamburg;pflegen und wohnen -  Lutherpark;Begleitung bei Halbtagesausflügen einer kleinen Gruppe aus dem Seniorenheim;"<p>Pflegen und Wohnen Lutherpark ist ein Zuhause für erwachsene Menschen mit Pflege- und Betreuungsbedarf. Es liegt im Stadtteil Bahrenfeld und in direkter Nähe zum Lutherpark sowie zum Altonaer Volkspark.</p>

<p>Für die Bewohner*Innen werden Montag und Dienstag Nachmittag Ausfahrten und Unternehmungen organisiert.</p>

<p>Um die Bewohner*Innen dabei besser betreuen zu können, würden sich die hauptamtlichen Mitarbeiter*Innen über Menschen freuen, die Lust haben, diese Ausfahrten als ehrenamtliche Begleiter*Innen gelegentlich zu unterstützen. Auch eine Unterstützung einmal im Monat ist hilfreich.</p>

<p>Die Ausflüge finden unregelmäßig und manchmal sehr spontan und kurzfristig statt. In der Regel befinden sich die Ziele in Hamburg und im näheren Hamburger Umland. Die Fahrten gehen z.B. in den Dahliengarten, nach Wittenberge, in den Stadtparkt, zur Aussichtsterasse am Flughafen, in den Stadtpark, ins Alte Land.... Die Ausflüge sind immer an einem Montag oder Dienstag und gehen von 13.30 bis ca. 17 Uhr.</p>

<p>Wenn Sie sich für dieses Engagement interessieren, melden Sie sich gerne in der Freiwilligenagentur.</p>";0;22525;;0;;3;1;53,5726;9,90924;Hamburg;1531910534;1315390500;38007
